date,state,area,number_of_monitoring_stations,prominent_pollutants,aqi_value,air_quality_status,unit,note
09-09-2023,Madhya Pradesh,Ratlam,1.0,PM10,26.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-10-2018,Telangana,Hyderabad,6.0,"PM2.5,PM10",125.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-06-2022,Uttar Pradesh,Khurja,1.0,PM10,162.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-06-2022,Madhya Pradesh,Sagar,1.0,CO,59.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-11-2016,Bihar,Muzaffarpur,1.0,PM2.5,318.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-09-2022,Uttar Pradesh,Lucknow,6.0,"PM10,CO",66.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-01-2025,Bihar,Motihari,1.0,PM2.5,109.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-12-2021,Bihar,Buxar,1.0,PM10,228.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-01-2021,Madhya Pradesh,Mandideep,1.0,PM2.5,188.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
16-05-2022,Madhya Pradesh,Satna,1.0,PM10,86.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-06-2015,Gujarat,Ahmedabad,1.0,PM2.5,113.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-03-2018,Andhra Pradesh,Vijayawada,1.0,PM10,70.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-04-2024,Karnataka,Mangalore,1.0,PM10,56.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-07-2022,Madhya Pradesh,Bhopal,1.0,CO,40.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-06-2025,Karnataka,Vijayapura,1.0,PM10,47.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-10-2023,Odisha,Baripada,1.0,PM2.5,130.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-06-2021,Punjab,Amritsar,1.0,PM2.5,144.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-04-2025,Odisha,Nayagarh,1.0,PM2.5,54.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-10-2022,Madhya Pradesh,Mandideep,1.0,PM10,197.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-11-2022,Bihar,Patna,6.0,PM2.5,271.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-07-2021,Uttar Pradesh,Gorakhpur,1.0,O3,35.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-04-2023,Haryana,Ambala,1.0,PM10,60.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-06-2024,Uttar Pradesh,NOIDA,4.0,PM10,234.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-06-2022,Madhya Pradesh,Sagar,1.0,CO,39.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-03-2023,Bihar,Bettiah,1.0,PM2.5,277.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-06-2016,Maharashtra,Chandrapur,1.0,PM10,91.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-11-2022,Uttar Pradesh,Meerut,3.0,PM2.5,265.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-03-2025,Delhi,Delhi,31.0,"PM2.5,PM10",160.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-12-2019,Andhra Pradesh,Tirupati,1.0,PM10,62.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-07-2024,Haryana,Bhiwani,1.0,PM2.5,71.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-08-2023,Haryana,Bahadurgarh,1.0,PM10,44.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-05-2025,Maharashtra,Nagpur,4.0,PM10,35.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-05-2024,Tamil Nadu,Ramanathapuram,1.0,PM10,28.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-05-2022,Kerala,Kollam,1.0,PM10,55.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-04-2024,Bihar,Araria,1.0,PM2.5,146.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-10-2021,Telangana,Hyderabad,5.0,"PM2.5,PM10",125.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-03-2024,Haryana,Panipat,1.0,PM2.5,149.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-05-2024,Maharashtra,Navi Mumbai,6.0,"PM10,CO",78.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-08-2020,Haryana,Rohtak,1.0,PM2.5,40.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-05-2019,Tamil Nadu,Chennai,3.0,"PM2.5,O3",124.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-11-2021,Madhya Pradesh,Indore,1.0,PM2.5,174.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-01-2024,Assam,Sivasagar,1.0,PM10,48.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-12-2020,Kerala,Thiruvananthapuram,2.0,"PM10,CO",47.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-03-2022,Gujarat,Ankleshwar,1.0,PM2.5,136.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
18-09-2022,Tamil Nadu,Dindigul,1.0,SO2,42.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-06-2023,Madhya Pradesh,Indore,1.0,PM10,76.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-08-2015,Uttar Pradesh,Kanpur,1.0,PM2.5,77.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-08-2023,Uttarakhand,Dehradun,1.0,PM10,76.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-04-2024,Bihar,Samastipur,1.0,PM2.5,122.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-01-2021,Gujarat,Vapi,1.0,PM2.5,333.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-07-2023,Gujarat,Gandhi Nagar,3.0,PM10,55.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-12-2018,Madhya Pradesh,Pithampur,1.0,PM2.5,152.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-08-2022,Maharashtra,Navi Mumbai,3.0,"PM10,CO",51.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-04-2025,Madhya Pradesh,Dewas,1.0,PM2.5,144.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-04-2019,Uttar Pradesh,Loni Dehat,1.0,PM10,178.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-08-2020,Madhya Pradesh,Satna,1.0,PM10,57.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-04-2025,Madhya Pradesh,Jabalpur,3.0,"PM2.5,PM10",102.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-07-2020,Kerala,Kannur,1.0,PM2.5,25.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-05-2023,Karnataka,Haveri,1.0,CO,39.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-08-2022,Punjab,Ludhiana,1.0,PM10,45.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-04-2023,Chhattisgarh,Milupara,1.0,PM10,57.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-09-2023,Madhya Pradesh,Damoh,1.0,PM10,38.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-11-2017,Delhi,Delhi,12.0,PM2.5,352.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-09-2021,Haryana,Karnal,1.0,PM10,39.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-03-2024,Bihar,Hajipur,1.0,PM10,189.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
01-09-2021,Karnataka,Kalaburagi,1.0,O3,32.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-11-2022,Bihar,Aurangabad,1.0,PM2.5,214.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-07-2019,Bihar,Patna,1.0,CO,65.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-10-2024,Tamil Nadu,Kanchipuram,1.0,PM10,38.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-12-2019,Uttar Pradesh,Ghaziabad,4.0,PM2.5,370.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-09-2019,Uttar Pradesh,Muzaffarnagar,1.0,PM10,89.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-06-2023,Chandigarh,Chandigarh,3.0,"PM10,O3",128.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-04-2024,Bihar,Rajgir,1.0,PM10,62.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
28-12-2021,Delhi,Delhi,36.0,PM2.5,305.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-04-2023,Assam,Silchar,1.0,CO,37.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-10-2022,Uttar Pradesh,Jhansi,1.0,SO2,29.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-04-2021,Uttar Pradesh,Baghpat,1.0,PM10,379.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-05-2023,Chandigarh,Chandigarh,3.0,"PM10,O3",204.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-01-2025,Andhra Pradesh,Amaravati,1.0,PM10,90.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-08-2019,Karnataka,Chikkaballapur,1.0,CO,31.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-12-2016,Telangana,Hyderabad,2.0,PM2.5,155.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-10-2022,Madhya Pradesh,Katni,1.0,PM10,125.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-06-2022,Punjab,Jalandhar,1.0,PM10,135.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-01-2024,Maharashtra,Nanded,1.0,PM10,95.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-06-2024,West Bengal,Haldia,1.0,PM10,35.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-11-2023,Punjab,Ludhiana,1.0,PM2.5,219.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-08-2018,Andhra Pradesh,Visakhapatnam,1.0,PM10,63.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-07-2024,Maharashtra,Mumbai,22.0,"NO2,PM10,CO",42.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-09-2023,Gujarat,Gandhi Nagar,1.0,PM10,67.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
29-07-2023,Bihar,Bhagalpur,2.0,CO,80.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-02-2022,Madhya Pradesh,Ujjain,1.0,PM10,168.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-04-2020,Madhya Pradesh,Gwalior,2.0,"PM2.5,O3",84.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
02-08-2024,Rajasthan,Rajsamand,1.0,CO,30.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-12-2023,Karnataka,Chamarajanagar,1.0,PM10,54.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
03-01-2025,Karnataka,Kalaburagi,2.0,"PM10,CO",50.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
21-11-2020,Bihar,Muzaffarpur,2.0,"PM2.5,PM10",217.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-10-2018,Punjab,Amritsar,1.0,PM10,101.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-12-2020,Delhi,Delhi,35.0,PM2.5,305.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-07-2017,Maharashtra,Nagpur,1.0,PM10,70.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-12-2024,Madhya Pradesh,Jabalpur,4.0,"PM2.5,PM10",110.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-08-2022,Maharashtra,Kalyan,1.0,PM10,59.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-09-2024,Uttarakhand,Dehradun,1.0,CO,24.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-06-2019,Haryana,Hisar,1.0,PM2.5,254.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-04-2019,Maharashtra,Thane,1.0,PM10,120.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-05-2019,Rajasthan,Kota,1.0,PM10,107.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-07-2024,Uttar Pradesh,Kanpur,2.0,"PM2.5,PM10",62.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-06-2020,Maharashtra,Aurangabad,1.0,PM10,52.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-09-2017,Maharashtra,Nagpur,1.0,PM2.5,39.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-03-2023,Odisha,Baripada,1.0,PM10,78.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-09-2022,Tamil Nadu,Thoothukudi,1.0,PM10,32.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-09-2024,Haryana,Bhiwani,1.0,PM2.5,109.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-09-2023,Gujarat,Vapi,1.0,CO,102.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
07-11-2021,Haryana,Panipat,1.0,PM10,405.0,Severe,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-02-2018,Rajasthan,Jaipur,3.0,"PM2.5,PM10",145.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-06-2020,Uttar Pradesh,Ghaziabad,3.0,PM10,120.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-12-2024,Maharashtra,Belapur,1.0,PM10,113.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-01-2018,Bihar,Patna,1.0,PM2.5,389.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
11-12-2021,Haryana,Panipat,1.0,PM10,155.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-02-2021,Uttar Pradesh,Greater Noida,1.0,PM2.5,180.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
17-04-2016,Delhi,Delhi,1.0,PM2.5,233.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-08-2024,Chhattisgarh,Raipur,3.0,"PM10,CO",23.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-01-2020,Punjab,Ludhiana,1.0,PM2.5,115.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-08-2023,Gujarat,Vapi,1.0,CO,54.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-06-2022,Madhya Pradesh,Bhopal,1.0,CO,39.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
04-01-2023,Tamil Nadu,Chengalpattu,1.0,PM2.5,127.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
19-08-2020,Haryana,Sirsa,1.0,O3,57.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-02-2018,Bihar,Gaya,1.0,O3,184.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-12-2022,Madhya Pradesh,Indore,1.0,PM10,146.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
06-04-2020,Gujarat,Nandesari,1.0,CO,181.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-11-2021,Kerala,Kollam,1.0,PM2.5,50.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
27-10-2018,Maharashtra,Chandrapur,1.0,PM10,117.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
26-05-2023,Assam,Nalbari,1.0,O3,77.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
20-10-2022,Haryana,Panchkula,1.0,PM2.5,95.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
09-01-2024,Chhattisgarh,Tumidih,1.0,PM10,113.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
05-11-2020,West Bengal,Howrah,3.0,PM2.5,240.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
13-09-2023,Assam,Guwahati,4.0,"PM10,CO",63.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
31-12-2019,Haryana,Karnal,1.0,PM2.5,302.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
23-04-2018,Madhya Pradesh,Ujjain,1.0,O3,185.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-08-2024,Telangana,Hyderabad,9.0,"PM2.5,PM10",82.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
25-09-2024,Odisha,Baripada,1.0,CO,27.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
14-03-2024,Bihar,Katihar,1.0,PM2.5,97.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
30-06-2020,Andhra Pradesh,Visakhapatnam,1.0,PM10,50.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-05-2024,Uttar Pradesh,Bulandshahr,1.0,PM10,127.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
24-11-2023,Maharashtra,Thane,3.0,"PM2.5,PM10",141.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
15-03-2018,Maharashtra,Nagpur,1.0,PM2.5,132.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
22-07-2024,Maharashtra,Nanded,1.0,O3,29.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
08-04-2024,Rajasthan,Ajmer,1.0,PM10,73.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
10-01-2022,Haryana,Karnal,1.0,PM2.5,45.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",
